city,state,year,crime_type,reported_cases,solved_cases,unsolved_cases,Monetary Loss (INR),Victim Age,Victim Gender,Victim Profession,population,literacy_rate,internet_penetration,unemployment_rate
New Delhi,Delhi,2023,Identity Theft,478,200,278,3097558.52,55,Other,Freelancer,10684483,62.43,40.94,5.36
Dwarka,Delhi,2022,Identity Theft,415,65,350,2536509.74,61,Female,Freelancer,10095679,76.26,59.01,3.14
Rohini,Delhi,2024,Ransomware,80,2,78,4430462.46,24,Other,Teacher,6529488,73.31,59.49,2.3
Saket,Delhi,2023,Data Breach,354,286,68,407178.98,66,Female,Government Employee,13039574,84.13,86.23,5.28
Karol Bagh,Delhi,2022,Identity Theft,342,34,308,855276.35,16,Female,Government Employee,18335429,87.99,78.74,4.19
Bengaluru,Karnataka,2024,Identity Theft,439,308,131,4644668.34,23,Female,Student,11443148,89.74,33.43,10.28
Mysuru,Karnataka,2022,Phishing,385,204,181,3231022.88,63,Female,Student,12579175,79.47,32.66,5.16
Mangaluru,Karnataka,2022,Online Harassment,118,74,44,3216498.09,56,Other,Engineer,11353921,94.81,67.56,4.46
Hubli,Karnataka,2022,Identity Theft,433,250,183,327604.85,22,Male,Freelancer,18266589,86.21,54.14,8.64
Belgaum,Karnataka,2022,Cyberstalking,428,275,153,3065830.94,59,Male,Engineer,8683824,81.51,66.36,11.12
Chennai,Tamil Nadu,2023,Financial Fraud,433,365,68,2437026.06,22,Female,Business,18584511,84.45,87.97,10.03
Coimbatore,Tamil Nadu,2024,Financial Fraud,171,61,110,2810717.24,29,Female,Freelancer,10304432,69.97,41.8,6.66
Madurai,Tamil Nadu,2023,Data Breach,36,14,22,1507525.05,24,Female,Unemployed,18412676,86.15,46.09,5.41
Tiruchirappalli,Tamil Nadu,2023,Ransomware,384,33,351,589212.04,36,Female,Freelancer,18916542,82.58,83.64,11.2
Salem,Tamil Nadu,2024,Ransomware,167,14,153,1881803.6,47,Female,Freelancer,14059449,60.96,76.38,11.72
Lucknow,Uttar Pradesh,2023,Cyberstalking,356,318,38,1935260.94,21,Female,Unemployed,7684338,60.6,47.54,7.41
Kanpur,Uttar Pradesh,2022,Cyberstalking,243,153,90,2515194.31,60,Other,Doctor,16700449,67.08,36.71,7.87
Ghaziabad,Uttar Pradesh,2024,Ransomware,329,299,30,1558668.09,68,Female,Doctor,3596590,76.63,82.49,8.52
Varanasi,Uttar Pradesh,2023,Online Harassment,110,102,8,2787257.13,50,Female,Business,7644692,84.1,31.35,5.92
Agra,Uttar Pradesh,2024,Online Harassment,64,38,26,1900614.47,51,Female,Government Employee,15300090,66.9,81.88,5.42
Kolkata,West Bengal,2023,Hacking,305,304,1,4950083.83,56,Male,Engineer,11585015,92.54,35.03,8.49
Howrah,West Bengal,2022,Data Breach,448,82,366,3926831.7,70,Female,Teacher,3079484,73.8,67.9,8.19
Durgapur,West Bengal,2024,Hacking,115,98,17,4119775.03,43,Female,Unemployed,12914187,72.83,84.45,4.95
Asansol,West Bengal,2023,Financial Fraud,283,41,242,3387496.63,45,Female,Teacher,8982432,61.36,55.94,11.86
Siliguri,West Bengal,2024,Hacking,405,322,83,4198932.18,22,Male,Unemployed,10655419,74.67,43.09,10.01
Ahmedabad,Gujarat,2023,Phishing,221,12,209,804204.94,17,Other,Engineer,12896500,88.47,81.97,6.33
Surat,Gujarat,2023,Ransomware,482,245,237,854666.02,64,Female,Teacher,7253711,66.13,78.63,5.79
Vadodara,Gujarat,2022,Hacking,112,8,104,2844219.79,65,Other,Doctor,10270067,66.77,64.89,11.46
Rajkot,Gujarat,2022,Phishing,32,27,5,2389992.77,59,Other,Unemployed,5349982,74.77,37.24,5.7
Bhavnagar,Gujarat,2023,Financial Fraud,336,154,182,3635593.89,44,Male,Engineer,5340889,81.65,86.82,4.11
Jaipur,Rajasthan,2024,Online Harassment,361,182,179,1498733.3,65,Female,Business,13022899,60.95,71.15,5.51
Jodhpur,Rajasthan,2022,Ransomware,337,201,136,1768920.72,25,Other,Government Employee,6767921,61.75,45.62,5.74
Udaipur,Rajasthan,2024,Ransomware,283,171,112,3111867.51,24,Male,Doctor,1803254,60.65,53.09,9.94
Kota,Rajasthan,2024,Hacking,341,231,110,1563666.16,22,Female,Business,4597566,82.35,34.98,8.58
Ajmer,Rajasthan,2022,Data Breach,480,146,334,4729372.12,15,Other,Freelancer,18486499,76.35,85.35,2.68
Patna,Bihar,2023,Phishing,153,109,44,2117925.63,45,Other,Student,18774543,64.23,59.34,5.88
Gaya,Bihar,2022,Financial Fraud,499,222,277,2442884.67,24,Male,Student,8949581,73.64,50.58,4.26
Muzaffarpur,Bihar,2023,Identity Theft,319,311,8,2719944.6,62,Other,Engineer,13685565,83.45,51.48,10.16
Bhagalpur,Bihar,2022,Data Breach,226,204,22,2068169.03,25,Male,Doctor,1342735,79.01,81.82,8.85
Purnia,Bihar,2022,Financial Fraud,131,5,126,3560044.99,38,Male,Freelancer,7976316,81.08,45.61,7.51
Bhopal,Madhya Pradesh,2023,Financial Fraud,365,136,229,2012806.44,63,Other,Doctor,8776486,84.37,48.12,11.91
Indore,Madhya Pradesh,2023,Online Harassment,483,106,377,1588219.26,33,Male,Unemployed,12430431,73.18,80.87,2.89
Jabalpur,Madhya Pradesh,2024,Ransomware,105,11,94,1151462.28,30,Other,Doctor,12582689,60.35,85.02,11.51
Gwalior,Madhya Pradesh,2024,Hacking,424,196,228,456438.06,63,Male,Doctor,3484294,73.72,81.07,7.02
Ujjain,Madhya Pradesh,2022,Hacking,86,48,38,3361134.96,58,Male,Government Employee,2589889,85.53,67.2,10.45
Mumbai,Maharashtra,2024,Data Breach,486,347,139,355985.05,16,Female,Government Employee,17182375,63.06,69.92,6.7
Pune,Maharashtra,2022,Financial Fraud,317,124,193,98565.71,23,Male,Engineer,18885509,72.8,33.69,5.5
Nagpur,Maharashtra,2023,Data Breach,66,10,56,3836655.54,43,Female,Government Employee,13845308,77.19,41.14,4.75
Nashik,Maharashtra,2022,Ransomware,483,171,312,3651445.15,59,Male,Business,4239594,61.91,86.36,7.67
Thane,Maharashtra,2024,Cyberstalking,91,23,68,1359722.67,26,Other,Business,8599725,87.7,45.82,9.17
New Delhi,Delhi,2023,Ransomware,484,463,21,4530795.6,69,Female,Doctor,4343587,64.7,82.54,6.91
Dwarka,Delhi,2023,Online Harassment,429,276,153,1963944.85,50,Male,Doctor,11742824,88.13,50.25,7.88
Rohini,Delhi,2023,Data Breach,100,9,91,3986832.55,60,Female,Doctor,9423007,72.25,74.16,9.8
Saket,Delhi,2022,Cyberstalking,38,33,5,3210415.74,50,Female,Engineer,15212667,92.89,30.13,6.94
Karol Bagh,Delhi,2022,Data Breach,184,57,127,4808788.19,60,Female,Unemployed,6635051,65.23,45.91,11.06
Bengaluru,Karnataka,2024,Identity Theft,247,15,232,3746659.7,42,Female,Government Employee,19526523,66.54,58.69,6.92
Mysuru,Karnataka,2022,Hacking,441,334,107,3726071.99,25,Other,Student,8833954,84.79,74.75,11.53
Mangaluru,Karnataka,2024,Financial Fraud,469,453,16,4448516.62,19,Other,Unemployed,4861552,92.0,68.97,4.28
Hubli,Karnataka,2022,Cyberstalking,369,220,149,3633678.0,39,Female,Engineer,13009929,91.89,58.5,10.17
Belgaum,Karnataka,2022,Cyberstalking,84,37,47,442341.75,65,Male,Freelancer,5486661,63.41,62.07,2.13
Chennai,Tamil Nadu,2022,Cyberstalking,19,18,1,478946.6,60,Male,Engineer,19416718,68.32,78.46,10.98
Coimbatore,Tamil Nadu,2022,Identity Theft,420,126,294,4946914.17,58,Male,Doctor,7760204,61.88,79.32,2.8
Madurai,Tamil Nadu,2024,Hacking,83,72,11,2727772.7,45,Male,Unemployed,15529121,62.55,84.87,11.73
Tiruchirappalli,Tamil Nadu,2022,Online Harassment,82,29,53,2561952.09,57,Female,Student,19763378,60.24,74.47,6.84
Salem,Tamil Nadu,2024,Hacking,325,218,107,1444517.94,60,Female,Unemployed,1205779,81.22,57.75,9.83
Lucknow,Uttar Pradesh,2022,Identity Theft,135,16,119,981716.22,48,Female,Business,2335143,67.9,81.7,6.61
Kanpur,Uttar Pradesh,2024,Online Harassment,138,137,1,3379491.85,36,Other,Engineer,19592707,72.55,46.87,3.7
Ghaziabad,Uttar Pradesh,2022,Data Breach,143,65,78,255173.12,38,Other,Government Employee,11166795,92.0,30.56,7.25
Varanasi,Uttar Pradesh,2022,Financial Fraud,237,24,213,4983330.77,48,Other,Unemployed,9225270,78.74,44.6,5.4
Agra,Uttar Pradesh,2024,Ransomware,157,101,56,3505239.99,50,Other,Unemployed,4570796,88.85,50.32,6.99
Kolkata,West Bengal,2023,Hacking,179,60,119,4732554.94,63,Other,Engineer,15147692,87.79,62.21,5.69
Howrah,West Bengal,2022,Online Harassment,251,134,117,444481.58,68,Other,Engineer,437801,89.65,69.82,3.18
Durgapur,West Bengal,2023,Cyberstalking,68,66,2,2867279.33,65,Female,Business,9611703,74.75,76.09,4.02
Asansol,West Bengal,2023,Financial Fraud,422,356,66,1757542.27,58,Male,Freelancer,9696069,81.56,72.8,2.19
Siliguri,West Bengal,2022,Online Harassment,472,142,330,1738904.61,53,Other,Freelancer,9733722,89.11,82.34,4.39
Ahmedabad,Gujarat,2022,Ransomware,365,217,148,372744.2,66,Other,Student,3895280,76.76,46.3,7.18
Surat,Gujarat,2023,Cyberstalking,173,41,132,1380320.3,41,Female,Engineer,7365186,62.18,72.89,11.71
Vadodara,Gujarat,2023,Hacking,477,101,376,3453317.39,16,Other,Unemployed,11884626,66.74,62.01,7.64
Rajkot,Gujarat,2022,Cyberstalking,381,139,242,4820265.46,36,Other,Government Employee,3856733,68.25,43.59,11.03
Bhavnagar,Gujarat,2023,Identity Theft,474,137,337,1022051.04,30,Male,Business,13985033,79.84,51.04,3.23
Jaipur,Rajasthan,2024,Hacking,292,264,28,3970654.64,57,Female,Unemployed,16220240,87.88,75.61,5.08
Jodhpur,Rajasthan,2024,Hacking,448,61,387,2535094.55,50,Other,Business,4805228,76.29,36.67,5.76
Udaipur,Rajasthan,2024,Ransomware,171,106,65,1445202.87,37,Female,Teacher,5496836,78.23,31.11,4.03
Kota,Rajasthan,2023,Hacking,231,153,78,2037128.17,62,Female,Business,10325021,60.02,53.58,11.55
Ajmer,Rajasthan,2024,Online Harassment,86,43,43,1123022.68,47,Male,Freelancer,19574376,68.13,82.1,11.49
Patna,Bihar,2022,Financial Fraud,60,41,19,3359371.76,49,Female,Doctor,3854685,82.78,64.06,9.27
Gaya,Bihar,2024,Phishing,481,84,397,227176.74,16,Female,Freelancer,11506957,75.66,79.57,8.66
Muzaffarpur,Bihar,2024,Ransomware,351,63,288,2069574.73,18,Male,Freelancer,2394328,80.36,83.06,4.44
Bhagalpur,Bihar,2024,Ransomware,356,138,218,4881458.88,59,Female,Government Employee,18202201,61.12,87.93,9.45
Purnia,Bihar,2022,Online Harassment,33,18,15,3238165.84,46,Male,Government Employee,1251904,68.24,37.26,9.85
Bhopal,Madhya Pradesh,2023,Hacking,435,150,285,366557.47,29,Male,Doctor,17712344,70.95,54.38,11.23
Indore,Madhya Pradesh,2022,Data Breach,226,104,122,4136455.66,57,Male,Doctor,7534884,71.75,82.29,9.28
Jabalpur,Madhya Pradesh,2022,Hacking,332,293,39,3305207.34,21,Male,Doctor,17987343,80.09,44.87,10.13
Gwalior,Madhya Pradesh,2023,Financial Fraud,20,4,16,2294207.97,54,Male,Government Employee,17529834,63.06,57.59,10.67
Ujjain,Madhya Pradesh,2024,Ransomware,351,26,325,3555419.15,39,Male,Teacher,7329007,61.23,45.34,7.77
Mumbai,Maharashtra,2024,Hacking,216,131,85,2657005.97,61,Female,Teacher,8811220,87.69,53.13,10.6
Pune,Maharashtra,2023,Identity Theft,269,79,190,3071933.08,31,Female,Teacher,16050402,67.27,43.18,2.1
Nagpur,Maharashtra,2022,Phishing,149,116,33,540517.54,57,Female,Doctor,7954368,69.95,69.13,5.66
Nashik,Maharashtra,2024,Phishing,71,16,55,3185421.38,66,Other,Engineer,19946906,70.08,75.12,3.09
Thane,Maharashtra,2022,Identity Theft,78,6,72,2466105.72,61,Other,Engineer,18014440,77.33,69.4,2.98
New Delhi,Delhi,2023,Identity Theft,223,211,12,2117141.96,30,Female,Student,16612195,61.3,45.64,8.9
Dwarka,Delhi,2024,Hacking,109,97,12,4630060.07,60,Female,Engineer,8614178,68.26,87.63,10.6
Rohini,Delhi,2023,Online Harassment,229,189,40,868503.18,24,Other,Business,15424585,86.7,54.27,2.36
Saket,Delhi,2024,Hacking,167,147,20,57198.07,20,Other,Doctor,12820841,63.78,43.59,7.55
Karol Bagh,Delhi,2023,Financial Fraud,162,24,138,2743138.29,70,Female,Business,1953132,62.02,87.22,11.97
Bengaluru,Karnataka,2023,Identity Theft,232,1,231,2782783.61,39,Other,Government Employee,9137900,83.46,65.85,5.14
Mysuru,Karnataka,2023,Hacking,500,236,264,1834757.19,42,Male,Doctor,8301602,70.21,32.72,2.82
Mangaluru,Karnataka,2024,Identity Theft,78,22,56,3081230.46,33,Male,Engineer,12039496,60.9,55.83,7.94
Hubli,Karnataka,2023,Cyberstalking,21,3,18,781567.76,21,Female,Doctor,6272870,61.47,48.03,4.56
Belgaum,Karnataka,2022,Phishing,275,70,205,1520726.87,70,Male,Government Employee,15593200,75.94,60.72,4.11
Chennai,Tamil Nadu,2022,Data Breach,238,38,200,1079224.14,60,Other,Unemployed,7629792,71.04,35.97,4.12
Coimbatore,Tamil Nadu,2024,Financial Fraud,266,227,39,2358440.02,51,Female,Government Employee,7058308,86.04,82.16,5.63
Madurai,Tamil Nadu,2022,Identity Theft,283,163,120,4347845.83,66,Female,Government Employee,19194191,71.92,48.9,3.05
Tiruchirappalli,Tamil Nadu,2023,Data Breach,225,13,212,1480210.07,50,Female,Doctor,9677126,68.23,89.08,7.13
Salem,Tamil Nadu,2024,Ransomware,384,16,368,2159624.14,31,Other,Engineer,10063006,70.51,39.25,9.46
Lucknow,Uttar Pradesh,2024,Phishing,300,195,105,2916009.53,30,Female,Government Employee,16350071,80.09,32.93,5.26
Kanpur,Uttar Pradesh,2023,Phishing,280,279,1,54946.21,42,Male,Government Employee,17517832,70.09,46.29,2.07
Ghaziabad,Uttar Pradesh,2023,Cyberstalking,478,308,170,1975400.82,30,Female,Student,8580779,76.59,73.53,10.87
Varanasi,Uttar Pradesh,2024,Identity Theft,494,440,54,2012101.89,30,Female,Student,11976565,63.42,61.55,4.76
Agra,Uttar Pradesh,2022,Cyberstalking,244,92,152,1845796.03,55,Female,Student,4226832,91.91,40.64,11.19
Kolkata,West Bengal,2023,Phishing,133,51,82,2167684.26,30,Female,Teacher,10087715,61.24,82.58,3.23
Howrah,West Bengal,2023,Identity Theft,162,146,16,2621784.91,55,Other,Business,13101257,60.92,51.57,11.07
Durgapur,West Bengal,2024,Data Breach,20,19,1,2143779.06,70,Female,Teacher,10448491,81.12,54.92,10.66
Asansol,West Bengal,2023,Identity Theft,262,230,32,4818545.4,69,Other,Student,8805895,72.56,68.26,3.92
Siliguri,West Bengal,2022,Data Breach,108,10,98,3022692.2,55,Male,Engineer,5268662,84.01,73.11,7.55
Ahmedabad,Gujarat,2022,Phishing,121,69,52,2471025.18,27,Other,Student,1177856,93.15,74.44,9.83
Surat,Gujarat,2024,Financial Fraud,449,292,157,3471995.12,50,Female,Student,14019150,90.18,86.49,7.09
Vadodara,Gujarat,2024,Online Harassment,486,102,384,4123046.3,20,Female,Government Employee,1139810,80.91,42.83,10.99
Rajkot,Gujarat,2022,Cyberstalking,261,71,190,3953025.9,53,Other,Student,3676626,89.57,46.17,5.6
Bhavnagar,Gujarat,2022,Data Breach,153,96,57,4817141.89,48,Other,Business,16104244,82.97,60.92,4.82
Jaipur,Rajasthan,2024,Identity Theft,427,109,318,4293940.67,26,Female,Student,3082086,88.67,50.18,4.32
Jodhpur,Rajasthan,2023,Online Harassment,302,211,91,806316.19,16,Male,Teacher,6173379,89.4,32.12,2.11
Udaipur,Rajasthan,2024,Cyberstalking,204,168,36,2702836.35,70,Female,Student,3757501,77.19,60.45,5.23
Kota,Rajasthan,2023,Identity Theft,191,12,179,1760782.49,55,Other,Engineer,15702273,89.69,85.5,11.36
Ajmer,Rajasthan,2022,Online Harassment,91,49,42,3967118.12,23,Female,Business,7653712,74.42,58.65,9.06
Patna,Bihar,2023,Financial Fraud,54,1,53,2531298.1,18,Other,Doctor,13237852,91.27,67.08,4.03
Gaya,Bihar,2023,Hacking,142,134,8,2983569.81,40,Female,Doctor,12528243,65.25,50.33,4.15
Muzaffarpur,Bihar,2023,Hacking,396,299,97,4677585.61,15,Female,Teacher,14874014,66.12,51.49,5.44
Bhagalpur,Bihar,2022,Data Breach,264,101,163,4778410.33,27,Female,Engineer,2080913,60.88,79.87,9.53
Purnia,Bihar,2022,Cyberstalking,138,45,93,159810.94,65,Male,Doctor,15124102,76.18,77.52,5.89
Bhopal,Madhya Pradesh,2023,Cyberstalking,201,171,30,2931811.71,63,Female,Unemployed,9976927,70.44,35.83,9.32
Indore,Madhya Pradesh,2023,Online Harassment,99,11,88,2446120.29,62,Male,Unemployed,8556097,86.93,89.88,3.49
Jabalpur,Madhya Pradesh,2024,Online Harassment,38,18,20,4913910.4,45,Other,Engineer,6847799,75.14,36.64,2.7
Gwalior,Madhya Pradesh,2023,Online Harassment,398,301,97,3358344.68,47,Other,Engineer,5175443,73.43,44.13,7.31
Ujjain,Madhya Pradesh,2022,Hacking,460,304,156,1577275.26,34,Female,Government Employee,156965,80.67,44.36,9.65
Mumbai,Maharashtra,2022,Phishing,318,266,52,2409147.28,29,Other,Doctor,9242000,89.44,84.63,7.47
Pune,Maharashtra,2024,Cyberstalking,264,30,234,1496233.06,43,Other,Teacher,9367788,70.71,48.35,10.26
Nagpur,Maharashtra,2022,Online Harassment,206,66,140,2430723.04,51,Female,Government Employee,19097420,64.24,35.92,2.14
Nashik,Maharashtra,2023,Cyberstalking,438,84,354,3610435.1,70,Other,Engineer,11831593,90.91,65.09,11.38
Thane,Maharashtra,2024,Financial Fraud,93,25,68,2156936.22,61,Other,Freelancer,12941760,61.16,69.43,11.79
New Delhi,Delhi,2022,Cyberstalking,131,95,36,550546.45,30,Other,Government Employee,5588050,66.04,73.21,7.75
Dwarka,Delhi,2023,Identity Theft,240,4,236,1084714.96,45,Female,Engineer,1926487,88.65,79.2,11.94
Rohini,Delhi,2024,Data Breach,435,81,354,1427075.75,18,Female,Teacher,1950841,77.89,47.55,4.77
Saket,Delhi,2022,Hacking,193,112,81,4752469.56,60,Female,Business,12602683,90.22,37.35,11.39
Karol Bagh,Delhi,2022,Data Breach,12,1,11,2062055.65,59,Female,Unemployed,13206751,72.91,61.84,11.58
Bengaluru,Karnataka,2023,Financial Fraud,225,100,125,4661880.84,65,Female,Government Employee,3169229,87.67,38.7,7.58
Mysuru,Karnataka,2023,Cyberstalking,49,49,0,1122550.11,18,Male,Unemployed,3172075,70.64,59.02,10.41
Mangaluru,Karnataka,2022,Cyberstalking,320,145,175,1686651.17,21,Other,Freelancer,10699447,62.85,46.92,4.91
Hubli,Karnataka,2022,Phishing,410,170,240,1377015.56,15,Male,Government Employee,7591060,78.12,78.49,2.14
Belgaum,Karnataka,2024,Online Harassment,403,81,322,144091.38,44,Other,Freelancer,3640702,84.36,65.47,10.61
Chennai,Tamil Nadu,2024,Hacking,312,277,35,3978296.9,42,Female,Engineer,7638646,63.52,63.36,7.0
Coimbatore,Tamil Nadu,2024,Hacking,275,39,236,1700792.18,31,Other,Engineer,14219080,89.67,34.04,10.81
Madurai,Tamil Nadu,2023,Hacking,35,33,2,4501962.69,42,Female,Government Employee,4017727,85.6,63.02,2.23
Tiruchirappalli,Tamil Nadu,2024,Identity Theft,84,83,1,2603620.19,44,Other,Business,2075187,62.31,81.68,11.48
Salem,Tamil Nadu,2023,Financial Fraud,351,188,163,4703852.37,40,Other,Government Employee,3051197,63.7,63.19,2.91
Lucknow,Uttar Pradesh,2023,Hacking,442,273,169,2475140.4,32,Other,Student,18823570,87.11,37.0,4.52
Kanpur,Uttar Pradesh,2023,Ransomware,241,95,146,2317220.46,21,Other,Freelancer,19221211,71.08,31.46,3.92
Ghaziabad,Uttar Pradesh,2022,Online Harassment,104,87,17,1955636.6,27,Other,Freelancer,19773664,81.65,57.71,11.66
Varanasi,Uttar Pradesh,2024,Identity Theft,247,5,242,274911.2,42,Other,Business,11714921,62.3,38.75,9.32
Agra,Uttar Pradesh,2024,Phishing,99,28,71,2619900.75,43,Other,Teacher,1534465,67.11,36.92,4.95
Kolkata,West Bengal,2023,Ransomware,495,422,73,304117.4,15,Other,Freelancer,6223002,85.81,55.35,11.04
Howrah,West Bengal,2022,Cyberstalking,188,145,43,3930138.49,60,Female,Teacher,14887219,74.9,37.13,2.06
Durgapur,West Bengal,2024,Identity Theft,112,23,89,3592845.58,23,Female,Doctor,1398163,75.14,57.78,11.7
Asansol,West Bengal,2024,Phishing,196,147,49,2513942.02,16,Male,Unemployed,10909871,83.31,58.36,4.55
Siliguri,West Bengal,2024,Phishing,495,259,236,3851501.85,48,Male,Student,13494172,79.63,38.32,4.6
Ahmedabad,Gujarat,2022,Hacking,482,454,28,305375.02,52,Other,Freelancer,16428377,65.21,47.91,6.46
Surat,Gujarat,2024,Financial Fraud,475,299,176,4687959.07,42,Male,Unemployed,17599901,87.32,31.76,4.69
Vadodara,Gujarat,2023,Cyberstalking,10,2,8,3479404.36,48,Other,Doctor,7216246,80.24,63.75,10.65
Rajkot,Gujarat,2023,Phishing,402,287,115,4709929.62,43,Female,Student,2368342,71.06,40.09,9.44
Bhavnagar,Gujarat,2024,Cyberstalking,146,72,74,1281143.04,17,Male,Teacher,4837608,63.31,83.72,11.97
Jaipur,Rajasthan,2023,Online Harassment,428,18,410,225906.83,26,Other,Government Employee,8892106,65.15,31.44,7.89
Jodhpur,Rajasthan,2022,Financial Fraud,364,263,101,4277325.28,49,Male,Teacher,9397058,66.58,84.88,3.05
Udaipur,Rajasthan,2024,Data Breach,461,21,440,4665549.35,62,Female,Government Employee,885851,87.64,77.44,3.32
Kota,Rajasthan,2023,Identity Theft,361,306,55,2745835.98,60,Female,Government Employee,18651668,63.39,87.6,4.8
Ajmer,Rajasthan,2024,Online Harassment,223,167,56,2224744.31,49,Male,Doctor,6423937,65.98,62.23,11.7
Patna,Bihar,2023,Cyberstalking,428,171,257,91180.71,41,Female,Unemployed,3190366,92.61,89.78,9.38
Gaya,Bihar,2023,Online Harassment,81,49,32,1841008.02,67,Other,Business,1843169,93.87,54.43,9.94
Muzaffarpur,Bihar,2022,Online Harassment,186,6,180,462889.03,42,Other,Student,3422921,65.49,68.21,9.04
Bhagalpur,Bihar,2022,Financial Fraud,61,44,17,2076734.03,44,Female,Doctor,3446595,60.8,86.27,6.0
Purnia,Bihar,2024,Cyberstalking,219,187,32,946688.47,39,Other,Business,15786106,66.32,31.11,2.47
Bhopal,Madhya Pradesh,2022,Financial Fraud,411,159,252,385432.23,17,Other,Doctor,9486753,68.99,40.92,5.57
Indore,Madhya Pradesh,2023,Phishing,350,176,174,3997010.4,69,Other,Freelancer,9626064,65.18,64.39,5.94
Jabalpur,Madhya Pradesh,2022,Hacking,98,98,0,1421537.65,63,Female,Doctor,16561391,83.62,34.1,10.61
Gwalior,Madhya Pradesh,2024,Hacking,28,13,15,4576504.77,34,Female,Freelancer,4818716,60.61,56.57,11.31
Ujjain,Madhya Pradesh,2024,Identity Theft,253,18,235,2904986.63,19,Other,Freelancer,16051497,67.0,71.9,10.53
Mumbai,Maharashtra,2022,Online Harassment,84,11,73,541344.36,16,Female,Engineer,7800373,93.8,69.81,10.21
Pune,Maharashtra,2024,Cyberstalking,432,303,129,99475.22,18,Male,Teacher,18965289,70.22,57.74,10.51
Nagpur,Maharashtra,2022,Online Harassment,83,38,45,2472857.75,41,Other,Business,19138820,64.68,79.86,5.15
Nashik,Maharashtra,2023,Financial Fraud,225,185,40,4423714.37,18,Male,Business,16860420,91.7,72.35,5.6
Thane,Maharashtra,2022,Online Harassment,70,34,36,1149361.12,32,Other,Government Employee,14442333,70.77,84.99,4.18
New Delhi,Delhi,2023,Financial Fraud,426,256,170,258048.71,20,Male,Student,12990708,67.26,51.23,11.49
Dwarka,Delhi,2023,Hacking,327,139,188,3008208.19,35,Female,Unemployed,11994992,74.65,52.72,6.22
Rohini,Delhi,2023,Ransomware,488,225,263,4031824.84,51,Other,Engineer,7423275,70.6,60.62,5.93
Saket,Delhi,2024,Online Harassment,475,6,469,1101902.47,34,Male,Doctor,3761358,74.81,72.1,9.43
Karol Bagh,Delhi,2022,Cyberstalking,456,347,109,1454287.94,33,Other,Doctor,4076363,70.72,35.71,2.16
Bengaluru,Karnataka,2024,Data Breach,171,158,13,262368.4,18,Female,Engineer,18858874,66.72,51.94,9.64
Mysuru,Karnataka,2023,Phishing,175,152,23,3347232.41,49,Male,Unemployed,13899195,72.37,67.17,7.77
Mangaluru,Karnataka,2022,Phishing,174,117,57,4952962.09,28,Female,Engineer,621318,79.0,59.88,2.36
Hubli,Karnataka,2024,Identity Theft,40,13,27,4994801.35,32,Female,Engineer,7079123,91.88,88.63,2.37
